"ID","Idade","Renda","Regiao","Genero","seguro auto","seguro vida Emp","seguro vida PF","Seguro Residencial","Investimento Fundos_cambiais","Investimento Fundos_commodities","Investimento LCI","Investimento LCA","Investimento Poupanca","Investimento Fundos Multimercado","Investimento Tesouro Direto","Financiamento Casa","Financiamento Carro","Emprestimo _pessoal","Emprestimo _consignado","Emprestimo _limite_especial","Emprestimo _educacao","Emprestimo _viagem","Investimento CDB","Investimento Fundos","RECOMMENDATION_1","CONFIDENCE_1","RECOMMENDATION_2","CONFIDENCE_2","RECOMMENDATION_3","CONFIDENCE_3"
24961,60.079,7185.909,"S",0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
24961,42.414,8015.925,"SE",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
24966,18.657,8463.496,"SE",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24968,48.877,7480.66,"S",0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048","seguro auto","0.98748"
24972,28.046,7377.586,"CO",0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
24981,36.535,7467.732,"N",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24981,36.535,7467.732,"N",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24981,40.85,7353.251,"S",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24981,36.535,7467.732,"N",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24981,36.535,7467.732,"N",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24981,40.85,7353.251,"S",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24981,40.85,7353.251,"S",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24981,40.85,7353.251,"S",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
24985,31.901,8884.909,"SE",0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
24988,31.396,6470.775,"NE",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99789","seguro auto","0.98748","Investimento LCI","0.98697"
24992,39.507,7285.006,"N",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25002,34.601,7413.533,"CO",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25004,30.77,6059.471,"SE",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
25013,35.578,6839.445,"N",1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99789","seguro vida PF","0.99048","seguro auto","0.98748"
25071,37.034,7879.19,"CO",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25075,30.752,6520.052,"SE",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25123,32.341,7340.327,"CO",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25134,30.678,7414.51,"SE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25142,24.64,6344.928,"CO",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento Fundos","0.97715","Investimento Fundos_cambiais","0.97485"
25143,31.946,7904.38,"S",1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"Seguro Residencial","0.99816","seguro auto","0.98748","seguro vida PF","0.9868"
25145,32.556,7109.216,"NE",1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25150,39.239,7465.132,"SE",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25157,35.73,7713.859,"NE",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25167,31.445,7698.128,"CO",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento Fundos_cambiais","0.97485","Investimento Poupanca","0.94662"
25174,41.457,6265.862,"N",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25175,19.65,7408.323,"SE",1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25221,45.382,8169.286,"SE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25254,19.578,7554.449,"N",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","seguro auto","0.98748","Investimento LCI","0.98697"
25257,30.27,7471.377,"NE",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048","seguro auto","0.98748"
25276,84.282,6008.477,"SE",1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25297,55.617,7115.45,"NE",1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99789","seguro vida PF","0.99048","seguro auto","0.98748"
25306,32.839,7193.232,"S",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25322,33.965,7950.164,"SE",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25326,25.498,7351.045,"S",1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25365,24.152,6108.928,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25368,28.921,7634.294,"N",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25380,20.708,6850.358,"CO",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Investimento CDB","0.97414","Emprestimo _limite_especial","0.97273","Investimento Fundos_commodities","0.97089"
25387,27.459,5919.032,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25387,27.336,8476.307,"S",1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25387,27.459,5919.032,"SE",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25387,27.459,5919.032,"SE",1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25387,27.336,8476.307,"S",1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25387,27.336,8476.307,"S",1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25387,27.336,8476.307,"S",1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25387,27.459,5919.032,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25403,45.117,6495.582,"CO",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","seguro auto","0.98748","seguro vida PF","0.9868"
25408,50.547,7808.367,"SE",0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"seguro vida PF","0.99048","seguro auto","0.98748","seguro vida Emp","0.98436"
25429,41.58,8248.151,"NE",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Emprestimo _pessoal","0.98559"
25453,27.474,8366.721,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Seguro Residencial","0.99789","seguro auto","0.98748","Investimento LCI","0.98697"
25454,70.086,7093.373,"S",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Investimento Fundos","0.97715","Investimento Fundos_commodities","0.97089","Investimento LCI","0.96091"
25455,64.461,7172.808,"S",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25472,43.484,8144.42,"NE",1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25476,32.127,8669.012,"CO",1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25480,29.734,7726.092,"SE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25483,27.174,6574.196,"S",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","seguro auto","0.98748","seguro vida PF","0.9868"
25486,38.629,8357.77,"NE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25510,25.894,7715.424,"SE",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048","seguro auto","0.98748"
25515,55.328,7854.215,"SE",1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25519,26.715,9210.774,"CO",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","seguro auto","0.98748","Investimento LCI","0.98697"
25524,57.035,7643.592,"SE",1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","seguro vida PF","0.99048","seguro auto","0.98748"
25527,44.941,8239.192,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","seguro auto","0.98748","seguro vida PF","0.9868"
25554,50.578,8631.768,"SE",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25557,30.611,7554.35,"CO",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
25566,60.747,7273.595,"SE",1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25574,45.937,8133.247,"SE",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25582,25.623,7948.157,"SE",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25587,44.705,7525.92,"NE",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos_cambiais","0.97485"
25588,57.083,5956.378,"S",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Investimento Fundos","0.97715","Investimento CDB","0.97414","Investimento Fundos_commodities","0.97089"
25599,32.286,7777.215,"CO",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos_cambiais","0.97485"
25651,32.857,8876.797,"SE",0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"seguro vida PF","0.99048","seguro auto","0.98748","Investimento LCI","0.98697"
25662,49.091,7418.919,"N",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos_cambiais","0.97485"
25668,20.765,6632.151,"CO",1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99789","Investimento Fundos_commodities","0.99167","seguro auto","0.98748"
25674,45.538,7967.249,"NE",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos_cambiais","0.97485"
25685,23.055,7974.891,"S",0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25688,45.59,7282.278,"CO",1,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25705,29.52,7796.796,"CO",0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
25717,26.836,8738.773,"NE",0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"Investimento Fundos_commodities","0.99167","Investimento LCI","0.98697","Investimento Fundos","0.97715"
25725,28.622,6904.122,"SE",1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Seguro Residencial","0.99816","Investimento Fundos_commodities","0.99167","seguro vida PF","0.99048"
25739,39.854,7587.124,"SE",1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Seguro Residencial","0.99816","seguro vida PF","0.99048","seguro auto","0.98748"
